"Step","RoboPianist-repertoire-150-ClairDeLune-v0__42__1700132086 - train/return","RoboPianist-repertoire-150-ClairDeLune-v0__42__1700132086 - train/return__MIN","RoboPianist-repertoire-150-ClairDeLune-v0__42__1700132086 - train/return__MAX","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-42-1700110699.5470524--baseline-no-dropQ - train/return","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-42-1700110699.5470524--baseline-no-dropQ - train/return__MIN","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-42-1700110699.5470524--baseline-no-dropQ - train/return__MAX","RoboPianist-repertoire-150-ClairDeLune-v0__200__1700083683 - train/return","RoboPianist-repertoire-150-ClairDeLune-v0__200__1700083683 - train/return__MIN","RoboPianist-repertoire-150-ClairDeLune-v0__200__1700083683 - train/return__MAX","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-200-1700078080.3285866--baseline-no-dropQ - train/return","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-200-1700078080.3285866--baseline-no-dropQ - train/return__MIN","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-200-1700078080.3285866--baseline-no-dropQ - train/return__MAX","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-88-1700044940.2427297--baseline-no-dropQ - train/return","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-88-1700044940.2427297--baseline-no-dropQ - train/return__MIN","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-88-1700044940.2427297--baseline-no-dropQ - train/return__MAX","RoboPianist-repertoire-150-ClairDeLune-v0__88__1700035725 - train/return","RoboPianist-repertoire-150-ClairDeLune-v0__88__1700035725 - train/return__MIN","RoboPianist-repertoire-150-ClairDeLune-v0__88__1700035725 - train/return__MAX","sacsag-ClairDeLune-seed-42-1699797185.745583--relu-lr5e-4-three-head-clip - train/return","sacsag-ClairDeLune-seed-42-1699797185.745583--relu-lr5e-4-three-head-clip - train/return__MIN","sacsag-ClairDeLune-seed-42-1699797185.745583--relu-lr5e-4-three-head-clip - train/return__MAX","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-42-1699795662.5193653--relu-lr5e-4-one-head-no-clip - train/return","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-42-1699795662.5193653--relu-lr5e-4-one-head-no-clip - train/return__MIN","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-42-1699795662.5193653--relu-lr5e-4-one-head-no-clip - train/return__MAX","sacsag-ClairDeLune-seed-200-1699760180.3936944--relu-lr5e-4-three-head-clip - train/return","sacsag-ClairDeLune-seed-200-1699760180.3936944--relu-lr5e-4-three-head-clip - train/return__MIN","sacsag-ClairDeLune-seed-200-1699760180.3936944--relu-lr5e-4-three-head-clip - train/return__MAX","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-200-1699759930.4567697--relu-lr5e-4-one-head-no-clip - train/return","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-200-1699759930.4567697--relu-lr5e-4-one-head-no-clip - train/return__MIN","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-200-1699759930.4567697--relu-lr5e-4-one-head-no-clip - train/return__MAX"
"6479","132.60621914241915","132.60621914241915","132.60621914241915","318.8302442908521","318.8302442908521","318.8302442908521","54.61271271723886","54.61271271723886","54.61271271723886","307.2220840374766","307.2220840374766","307.2220840374766","306.84332900447185","306.84332900447185","306.84332900447185","102.74504529360003","102.74504529360003","102.74504529360003","212.66133745588417","212.66133745588417","212.66133745588417","151.0931597450537","151.0931597450537","151.0931597450537","226.03558164417922","226.03558164417922","226.03558164417922","145.80164216038844","145.80164216038844","145.80164216038844"
"7068","171.8529429212945","171.8529429212945","171.8529429212945","329.8054026902566","329.8054026902566","329.8054026902566","107.50330173486157","107.50330173486157","107.50330173486157","314.70954431343193","314.70954431343193","314.70954431343193","343.3477230597758","343.3477230597758","343.3477230597758","84.4443381569461","84.4443381569461","84.4443381569461","326.94108019270965","326.94108019270965","326.94108019270965","227.678024425272","227.678024425272","227.678024425272","299.9750869266928","299.9750869266928","299.9750869266928","208.76775408737961","208.76775408737961","208.76775408737961"
"7657","231.4282207770945","231.4282207770945","231.4282207770945","350.4143733611947","350.4143733611947","350.4143733611947","81.59761258773865","81.59761258773865","81.59761258773865","381.3576933652537","381.3576933652537","381.3576933652537","338.61911693086233","338.61911693086233","338.61911693086233","76.4472588595471","76.4472588595471","76.4472588595471","453.9969545469328","453.9969545469328","453.9969545469328","387.16893666607626","387.16893666607626","387.16893666607626","495.6094184904116","495.6094184904116","495.6094184904116","404.84939134209986","404.84939134209986","404.84939134209986"
"8246","278.84044392874205","278.84044392874205","278.84044392874205","419.8771439687745","419.8771439687745","419.8771439687745","108.0235303119756","108.0235303119756","108.0235303119756","411.4185276999504","411.4185276999504","411.4185276999504","373.3038561013723","373.3038561013723","373.3038561013723","81.42576307474474","81.42576307474474","81.42576307474474","683.1008043145567","683.1008043145567","683.1008043145567","644.7735084996159","644.7735084996159","644.7735084996159","714.7707319352899","714.7707319352899","714.7707319352899","617.1172566135895","617.1172566135895","617.1172566135895"
"8835","302.04733359002336","302.04733359002336","302.04733359002336","442.8156622772459","442.8156622772459","442.8156622772459","148.14161839215583","148.14161839215583","148.14161839215583","478.1251794041884","478.1251794041884","478.1251794041884","453.8836735109745","453.8836735109745","453.8836735109745","87.57543860375401","87.57543860375401","87.57543860375401","833.4783670055846","833.4783670055846","833.4783670055846","778.391101773596","778.391101773596","778.391101773596","866.535106201721","866.535106201721","866.535106201721","755.1267925222714","755.1267925222714","755.1267925222714"
"9424","350.61766175237534","350.61766175237534","350.61766175237534","493.3819725500022","493.3819725500022","493.3819725500022","162.57470374830925","162.57470374830925","162.57470374830925","550.1953298366071","550.1953298366071","550.1953298366071","501.12938453534974","501.12938453534974","501.12938453534974","127.196902699918","127.196902699918","127.196902699918","880.9153868554833","880.9153868554833","880.9153868554833","778.4052476805923","778.4052476805923","778.4052476805923","924.802521724845","924.802521724845","924.802521724845","817.7180265678381","817.7180265678381","817.7180265678381"
"10013","299.1246984202006","299.1246984202006","299.1246984202006","558.2328627598362","558.2328627598362","558.2328627598362","192.2460262691901","192.2460262691901","192.2460262691901","629.2550421152094","629.2550421152094","629.2550421152094","554.8626276997238","554.8626276997238","554.8626276997238","155.40801064128507","155.40801064128507","155.40801064128507","947.0130413187514","947.0130413187514","947.0130413187514","846.063728940367","846.063728940367","846.063728940367","956.330458943251","956.330458943251","956.330458943251","855.3219633707622","855.3219633707622","855.3219633707622"
"10602","379.52922551851964","379.52922551851964","379.52922551851964","610.1347066715847","610.1347066715847","610.1347066715847","131.6067857147671","131.6067857147671","131.6067857147671","691.0369810705754","691.0369810705754","691.0369810705754","610.8846141652539","610.8846141652539","610.8846141652539","210.23324646401565","210.23324646401565","210.23324646401565","977.4933459075722","977.4933459075722","977.4933459075722","895.456221425459","895.456221425459","895.456221425459","1007.577585070994","1007.577585070994","1007.577585070994","927.7586881325609","927.7586881325609","927.7586881325609"
"11191","387.5369105010568","387.5369105010568","387.5369105010568","669.9785579503867","669.9785579503867","669.9785579503867","200.28908489886254","200.28908489886254","200.28908489886254","745.5661662176817","745.5661662176817","745.5661662176817","672.1315432050484","672.1315432050484","672.1315432050484","243.44087433125583","243.44087433125583","243.44087433125583","1043.302035010363","1043.302035010363","1043.302035010363","931.7731522131656","931.7731522131656","931.7731522131656","1028.474440007258","1028.474440007258","1028.474440007258","900.7071474856567","900.7071474856567","900.7071474856567"
"11780","378.0246912687565","378.0246912687565","378.0246912687565","639.7306457286845","639.7306457286845","639.7306457286845","184.74791297501284","184.74791297501284","184.74791297501284","773.9520869629746","773.9520869629746","773.9520869629746","720.6669934719031","720.6669934719031","720.6669934719031","220.16666982189633","220.16666982189633","220.16666982189633","1053.156174488481","1053.156174488481","1053.156174488481","955.3459986658806","955.3459986658806","955.3459986658806","1059.5407986527296","1059.5407986527296","1059.5407986527296","964.3089831964523","964.3089831964523","964.3089831964523"
"12369","374.59159898635346","374.59159898635346","374.59159898635346","676.598348998964","676.598348998964","676.598348998964","168.16610312954074","168.16610312954074","168.16610312954074","845.9064066745257","845.9064066745257","845.9064066745257","789.6323830373157","789.6323830373157","789.6323830373157","219.81610663884666","219.81610663884666","219.81610663884666","1074.7676716443325","1074.7676716443325","1074.7676716443325","984.7745650732743","984.7745650732743","984.7745650732743","1088.8484942027342","1088.8484942027342","1088.8484942027342","986.6126023929603","986.6126023929603","986.6126023929603"
"12958","444.53072451982774","444.53072451982774","444.53072451982774","751.9437210075764","751.9437210075764","751.9437210075764","285.3942610356172","285.3942610356172","285.3942610356172","837.4852553037405","837.4852553037405","837.4852553037405","848.6014787409883","848.6014787409883","848.6014787409883","251.08828973951285","251.08828973951285","251.08828973951285","1095.7088146308333","1095.7088146308333","1095.7088146308333","977.4646575998842","977.4646575998842","977.4646575998842","1094.3276660776735","1094.3276660776735","1094.3276660776735","972.5351814845418","972.5351814845418","972.5351814845418"
"13547","476.4009529557948","476.4009529557948","476.4009529557948","720.1061890627842","720.1061890627842","720.1061890627842","266.4984202464456","266.4984202464456","266.4984202464456","839.92622803146","839.92622803146","839.92622803146","847.2678459827615","847.2678459827615","847.2678459827615","241.29912459985994","241.29912459985994","241.29912459985994","1137.057161030482","1137.057161030482","1137.057161030482","999.1618011599579","999.1618011599579","999.1618011599579","1141.21053155584","1141.21053155584","1141.21053155584","1021.2472139232395","1021.2472139232395","1021.2472139232395"
"14136","512.4338136126577","512.4338136126577","512.4338136126577","803.378985018056","803.378985018056","803.378985018056","257.9762127674651","257.9762127674651","257.9762127674651","706.1588592476296","706.1588592476296","706.1588592476296","867.3809204962215","867.3809204962215","867.3809204962215","304.54801023201776","304.54801023201776","304.54801023201776","1143.5576397909608","1143.5576397909608","1143.5576397909608","1031.7858145116516","1031.7858145116516","1031.7858145116516","1140.572470769269","1140.572470769269","1140.572470769269","1034.689630126697","1034.689630126697","1034.689630126697"
"14725","487.49828946829325","487.49828946829325","487.49828946829325","843.7365366077315","843.7365366077315","843.7365366077315","248.62515993801145","248.62515993801145","248.62515993801145","860.0152810919933","860.0152810919933","860.0152810919933","866.2294907041739","866.2294907041739","866.2294907041739","282.8155892309698","282.8155892309698","282.8155892309698","1169.8135045736815","1169.8135045736815","1169.8135045736815","1039.393653817205","1039.393653817205","1039.393653817205","1167.739202527034","1167.739202527034","1167.739202527034","1050.2033246889237","1050.2033246889237","1050.2033246889237"
"15314","497.8819138454216","497.8819138454216","497.8819138454216","881.7777364576428","881.7777364576428","881.7777364576428","292.48198920372283","292.48198920372283","292.48198920372283","887.4336958100411","887.4336958100411","887.4336958100411","852.694665214325","852.694665214325","852.694665214325","304.29458451034105","304.29458451034105","304.29458451034105","1191.1454155163108","1191.1454155163108","1191.1454155163108","1068.3539141288404","1068.3539141288404","1068.3539141288404","1213.9154607509292","1213.9154607509292","1213.9154607509292","1072.7193973485626","1072.7193973485626","1072.7193973485626"
"15903","515.6646082497516","515.6646082497516","515.6646082497516","838.7476064480016","838.7476064480016","838.7476064480016","307.21462488306287","307.21462488306287","307.21462488306287","859.8360991999057","859.8360991999057","859.8360991999057","896.036803153551","896.036803153551","896.036803153551","355.369657878759","355.369657878759","355.369657878759","1192.9470965588587","1192.9470965588587","1192.9470965588587","1073.340095185059","1073.340095185059","1073.340095185059","1221.1197305744718","1221.1197305744718","1221.1197305744718","1101.0787627850632","1101.0787627850632","1101.0787627850632"
"16492","553.6337669057708","553.6337669057708","553.6337669057708","866.3313820536307","866.3313820536307","866.3313820536307","316.87976379533444","316.87976379533444","316.87976379533444","925.584517334129","925.584517334129","925.584517334129","890.0006086107729","890.0006086107729","890.0006086107729","331.03743190763555","331.03743190763555","331.03743190763555","1218.0225274331954","1218.0225274331954","1218.0225274331954","1122.5868112329936","1122.5868112329936","1122.5868112329936","1213.9689106748376","1213.9689106748376","1213.9689106748376","1098.1978607055871","1098.1978607055871","1098.1978607055871"
"17081","593.7826145014787","593.7826145014787","593.7826145014787","910.1324749664075","910.1324749664075","910.1324749664075","372.05786048323046","372.05786048323046","372.05786048323046","905.1188528402977","905.1188528402977","905.1188528402977","862.9041688306477","862.9041688306477","862.9041688306477","332.57079583128075","332.57079583128075","332.57079583128075","1243.4936794596797","1243.4936794596797","1243.4936794596797","1142.1817931760118","1142.1817931760118","1142.1817931760118","1227.6134151749698","1227.6134151749698","1227.6134151749698","1079.8774585942538","1079.8774585942538","1079.8774585942538"
"17670","572.5722854539423","572.5722854539423","572.5722854539423","895.6549037848032","895.6549037848032","895.6549037848032","352.32365528821003","352.32365528821003","352.32365528821003","946.8654134888938","946.8654134888938","946.8654134888938","962.8141351868686","962.8141351868686","962.8141351868686","360.38061568202994","360.38061568202994","360.38061568202994","1269.5322260699295","1269.5322260699295","1269.5322260699295","1147.597243739286","1147.597243739286","1147.597243739286","1270.7117744020036","1270.7117744020036","1270.7117744020036","1134.0693914327176","1134.0693914327176","1134.0693914327176"
"18259","624.8011494051896","624.8011494051896","624.8011494051896","921.9867761990997","921.9867761990997","921.9867761990997","390.37721074469005","390.37721074469005","390.37721074469005","938.7523520941413","938.7523520941413","938.7523520941413","959.3531450426176","959.3531450426176","959.3531450426176","364.6896689536676","364.6896689536676","364.6896689536676","1309.1246392890787","1309.1246392890787","1309.1246392890787","1195.722895335214","1195.722895335214","1195.722895335214","1288.5467724291937","1288.5467724291937","1288.5467724291937","1146.9869326519786","1146.9869326519786","1146.9869326519786"
"18848","639.3010128731179","639.3010128731179","639.3010128731179","914.0993881541929","914.0993881541929","914.0993881541929","422.290238095129","422.290238095129","422.290238095129","957.882100490396","957.882100490396","957.882100490396","977.1987179271231","977.1987179271231","977.1987179271231","349.2519992839731","349.2519992839731","349.2519992839731","1321.0231937960384","1321.0231937960384","1321.0231937960384","1215.9783825442705","1215.9783825442705","1215.9783825442705","1307.4670459814922","1307.4670459814922","1307.4670459814922","1181.003997460814","1181.003997460814","1181.003997460814"
"19437","672.2557554825155","672.2557554825155","672.2557554825155","985.5723613673443","985.5723613673443","985.5723613673443","393.54667703301857","393.54667703301857","393.54667703301857","1008.3006419586972","1008.3006419586972","1008.3006419586972","995.1188190111577","995.1188190111577","995.1188190111577","367.93420594386293","367.93420594386293","367.93420594386293","1349.659569333081","1349.659569333081","1349.659569333081","1241.9306733012736","1241.9306733012736","1241.9306733012736","1335.7623734581261","1335.7623734581261","1335.7623734581261","1203.8177759868297","1203.8177759868297","1203.8177759868297"
"20026","676.7904616613662","676.7904616613662","676.7904616613662","963.7047702429105","963.7047702429105","963.7047702429105","438.6748489422838","438.6748489422838","438.6748489422838","1003.4431374162934","1003.4431374162934","1003.4431374162934","980.7133087711723","980.7133087711723","980.7133087711723","352.7137333568451","352.7137333568451","352.7137333568451","1332.9601158230082","1332.9601158230082","1332.9601158230082","1285.0537523450885","1285.0537523450885","1285.0537523450885","1344.9438736948746","1344.9438736948746","1344.9438736948746","1213.2616275867845","1213.2616275867845","1213.2616275867845"
"20615","678.5031610746366","678.5031610746366","678.5031610746366","979.3593614535652","979.3593614535652","979.3593614535652","457.7936648795531","457.7936648795531","457.7936648795531","976.1766929983808","976.1766929983808","976.1766929983808","1004.897961018653","1004.897961018653","1004.897961018653","395.008031477716","395.008031477716","395.008031477716","1369.1824818805926","1369.1824818805926","1369.1824818805926","1331.3451484870352","1331.3451484870352","1331.3451484870352","1349.2023808171932","1349.2023808171932","1349.2023808171932","1246.8997550282177","1246.8997550282177","1246.8997550282177"
"21204","705.0643836884877","705.0643836884877","705.0643836884877","1010.9159104336719","1010.9159104336719","1010.9159104336719","484.02335628741656","484.02335628741656","484.02335628741656","999.5350942037597","999.5350942037597","999.5350942037597","1031.2815416656042","1031.2815416656042","1031.2815416656042","408.63984730522895","408.63984730522895","408.63984730522895","1393.0533423728468","1393.0533423728468","1393.0533423728468","1327.601682885839","1327.601682885839","1327.601682885839","1373.4484540715025","1373.4484540715025","1373.4484540715025","1266.2602652642947","1266.2602652642947","1266.2602652642947"
"21793","717.6111721831994","717.6111721831994","717.6111721831994","998.0329430549488","998.0329430549488","998.0329430549488","482.49136655174397","482.49136655174397","482.49136655174397","1022.6637719565038","1022.6637719565038","1022.6637719565038","988.6535120152896","988.6535120152896","988.6535120152896","409.6336843930681","409.6336843930681","409.6336843930681","1405.7488436908022","1405.7488436908022","1405.7488436908022","1363.1661035340926","1363.1661035340926","1363.1661035340926","1405.6594261983269","1405.6594261983269","1405.6594261983269","1314.6069613141776","1314.6069613141776","1314.6069613141776"
"22382","727.9842566129544","727.9842566129544","727.9842566129544","1007.5412796514045","1007.5412796514045","1007.5412796514045","488.5386886971496","488.5386886971496","488.5386886971496","1013.3076916582413","1013.3076916582413","1013.3076916582413","1041.4650886865484","1041.4650886865484","1041.4650886865484","439.2478542578476","439.2478542578476","439.2478542578476","1438.4902013754704","1438.4902013754704","1438.4902013754704","1390.156005427095","1390.156005427095","1390.156005427095","1379.0486443507295","1379.0486443507295","1379.0486443507295","1350.8478123231878","1350.8478123231878","1350.8478123231878"
"22971","730.1164642633563","730.1164642633563","730.1164642633563","987.833793581102","987.833793581102","987.833793581102","488.8281435098434","488.8281435098434","488.8281435098434","1012.8340839020505","1012.8340839020505","1012.8340839020505","1063.4896467187825","1063.4896467187825","1063.4896467187825","459.3073491267412","459.3073491267412","459.3073491267412","1456.932537123067","1456.932537123067","1456.932537123067","1384.396786587475","1384.396786587475","1384.396786587475","1410.5764346842639","1410.5764346842639","1410.5764346842639","1383.9748807247447","1383.9748807247447","1383.9748807247447"
"23560","712.8006733766051","712.8006733766051","712.8006733766051","991.9026313290999","991.9026313290999","991.9026313290999","467.2461607856258","467.2461607856258","467.2461607856258","1021.589453167901","1021.589453167901","1021.589453167901","1017.5904914436642","1017.5904914436642","1017.5904914436642","441.49282110423206","441.49282110423206","441.49282110423206","1462.232655596996","1462.232655596996","1462.232655596996","1389.961429196624","1389.961429196624","1389.961429196624","1445.4771795457411","1445.4771795457411","1445.4771795457411","1401.782319462315","1401.782319462315","1401.782319462315"
"24149","662.331907667692","662.331907667692","662.331907667692","1027.802174223354","1027.802174223354","1027.802174223354","505.168634848829","505.168634848829","505.168634848829","1052.6891133150914","1052.6891133150914","1052.6891133150914","1061.7955882212432","1061.7955882212432","1061.7955882212432","517.6638395807158","517.6638395807158","517.6638395807158","1456.0420162990627","1456.0420162990627","1456.0420162990627","1399.1527338767683","1399.1527338767683","1399.1527338767683","1456.046435332328","1456.046435332328","1456.046435332328","1425.9155486397763","1425.9155486397763","1425.9155486397763"
"24738","723.1047435260865","723.1047435260865","723.1047435260865","1024.8674516394235","1024.8674516394235","1024.8674516394235","544.38521427784","544.38521427784","544.38521427784","1034.4099013838115","1034.4099013838115","1034.4099013838115","1058.7933724382121","1058.7933724382121","1058.7933724382121","512.3683133185035","512.3683133185035","512.3683133185035","1487.7132657743662","1487.7132657743662","1487.7132657743662","1425.141464793581","1425.141464793581","1425.141464793581","1463.360819071314","1463.360819071314","1463.360819071314","1408.8219041172556","1408.8219041172556","1408.8219041172556"
"25327","724.5600697380127","724.5600697380127","724.5600697380127","1021.8567114061552","1021.8567114061552","1021.8567114061552","539.2316764438068","539.2316764438068","539.2316764438068","1094.8322145886498","1094.8322145886498","1094.8322145886498","1046.8759327920259","1046.8759327920259","1046.8759327920259","505.601275755853","505.601275755853","505.601275755853","1490.3638946107549","1490.3638946107549","1490.3638946107549","1432.082721433298","1432.082721433298","1432.082721433298","1469.0082394505241","1469.0082394505241","1469.0082394505241","1445.938395799919","1445.938395799919","1445.938395799919"
