"Step","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-44-1699944439.4503624--dipo-clipaction-ClairDeLune - train/return","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-44-1699944439.4503624--dipo-clipaction-ClairDeLune - train/return__MIN","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-44-1699944439.4503624--dipo-clipaction-ClairDeLune - train/return__MAX","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-43-1699787740.83395--dipo-clipaction-ClairDeLune - train/return","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-43-1699787740.83395--dipo-clipaction-ClairDeLune - train/return__MIN","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-43-1699787740.83395--dipo-clipaction-ClairDeLune - train/return__MAX","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-42-1699762274.2041667--dipo-clipaction-ClairDeLune - train/return","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-42-1699762274.2041667--dipo-clipaction-ClairDeLune - train/return__MIN","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-42-1699762274.2041667--dipo-clipaction-ClairDeLune - train/return__MAX"
"6567","877.4253674753809","877.4253674753809","877.4253674753809","912.804919325892","912.804919325892","912.804919325892","911.240365881894","911.240365881894","911.240365881894"
"7164","934.283807539132","934.283807539132","934.283807539132","952.3475232590505","952.3475232590505","952.3475232590505","954.1159706380164","954.1159706380164","954.1159706380164"
"7761","924.1030436630218","924.1030436630218","924.1030436630218","994.3427081671452","994.3427081671452","994.3427081671452","968.3811292636532","968.3811292636532","968.3811292636532"
"8358","968.7279106072341","968.7279106072341","968.7279106072341","969.5049249278012","969.5049249278012","969.5049249278012","979.1648048621098","979.1648048621098","979.1648048621098"
"8955","1007.3154140223324","1007.3154140223324","1007.3154140223324","1010.6951973456321","1010.6951973456321","1010.6951973456321","1016.4917742802639","1016.4917742802639","1016.4917742802639"
"9552","1007.5713339159844","1007.5713339159844","1007.5713339159844","1041.1609880106646","1041.1609880106646","1041.1609880106646","1017.9895665109689","1017.9895665109689","1017.9895665109689"
"10149","1050.1649091118845","1050.1649091118845","1050.1649091118845","1078.3012845336218","1078.3012845336218","1078.3012845336218","1062.928490232779","1062.928490232779","1062.928490232779"
"10746","1099.801967048981","1099.801967048981","1099.801967048981","1142.6169344765165","1142.6169344765165","1142.6169344765165","1116.6669916987614","1116.6669916987614","1116.6669916987614"
"11343","1152.061700454696","1152.061700454696","1152.061700454696","1166.2526887239278","1166.2526887239278","1166.2526887239278","1160.5155549692286","1160.5155549692286","1160.5155549692286"
"11940","1151.3301756529422","1151.3301756529422","1151.3301756529422","1173.3928660997608","1173.3928660997608","1173.3928660997608","1200.1537637214055","1200.1537637214055","1200.1537637214055"
"12537","1169.464097504398","1169.464097504398","1169.464097504398","1175.5136156989777","1175.5136156989777","1175.5136156989777","1214.2292072135876","1214.2292072135876","1214.2292072135876"
"13134","1189.8728148047037","1189.8728148047037","1189.8728148047037","1225.2220049234604","1225.2220049234604","1225.2220049234604","1185.4322352413415","1185.4322352413415","1185.4322352413415"
"13731","1206.7504144370487","1206.7504144370487","1206.7504144370487","1193.6239557048723","1193.6239557048723","1193.6239557048723","1219.8819265288075","1219.8819265288075","1219.8819265288075"
"14328","1218.4851811972185","1218.4851811972185","1218.4851811972185","1212.2101396580822","1212.2101396580822","1212.2101396580822","1202.7404524015938","1202.7404524015938","1202.7404524015938"
"14925","1221.202409885886","1221.202409885886","1221.202409885886","1232.4719345745964","1232.4719345745964","1232.4719345745964","1229.3158846406075","1229.3158846406075","1229.3158846406075"
"15522","1212.4685727663023","1212.4685727663023","1212.4685727663023","1255.654694408752","1255.654694408752","1255.654694408752","1255.501167325173","1255.501167325173","1255.501167325173"
"16119","1228.091739474803","1228.091739474803","1228.091739474803","1281.0597456201713","1281.0597456201713","1281.0597456201713","1253.6368884860788","1253.6368884860788","1253.6368884860788"
"16716","1256.4966261780257","1256.4966261780257","1256.4966261780257","1292.566998957656","1292.566998957656","1292.566998957656","1285.0834213983558","1285.0834213983558","1285.0834213983558"
"17313","1261.6424015240116","1261.6424015240116","1261.6424015240116","1287.2617118248284","1287.2617118248284","1287.2617118248284","1276.773407407663","1276.773407407663","1276.773407407663"
"17910","1259.8709071672245","1259.8709071672245","1259.8709071672245","1318.2650298169447","1318.2650298169447","1318.2650298169447","1282.8431549808327","1282.8431549808327","1282.8431549808327"
"18507","1293.7375980966335","1293.7375980966335","1293.7375980966335","1336.4447613480024","1336.4447613480024","1336.4447613480024","1292.2836899300355","1292.2836899300355","1292.2836899300355"
"19104","1331.6076443418945","1331.6076443418945","1331.6076443418945","1327.090520754323","1327.090520754323","1327.090520754323","1329.0776864546813","1329.0776864546813","1329.0776864546813"
"19701","1307.9833248404439","1307.9833248404439","1307.9833248404439","1332.4762240941548","1332.4762240941548","1332.4762240941548","1340.27439337284","1340.27439337284","1340.27439337284"
"20298","1310.6780488018262","1310.6780488018262","1310.6780488018262","1346.4819736743668","1346.4819736743668","1346.4819736743668","1378.7504173885814","1378.7504173885814","1378.7504173885814"
"20895","1324.065792390418","1324.065792390418","1324.065792390418","1361.6153582884667","1361.6153582884667","1361.6153582884667","1389.5604232114774","1389.5604232114774","1389.5604232114774"
"21492","1325.7965475687704","1325.7965475687704","1325.7965475687704","1361.1304726749802","1361.1304726749802","1361.1304726749802","1397.7436642666655","1397.7436642666655","1397.7436642666655"
"22089","1366.3187203745263","1366.3187203745263","1366.3187203745263","1368.4046962729392","1368.4046962729392","1368.4046962729392","1416.8814670757467","1416.8814670757467","1416.8814670757467"
"22686","1375.5597352632954","1375.5597352632954","1375.5597352632954","1378.3269976542024","1378.3269976542024","1378.3269976542024","1446.4238048898885","1446.4238048898885","1446.4238048898885"
"23283","1378.1603463005474","1378.1603463005474","1378.1603463005474","1409.9329592466052","1409.9329592466052","1409.9329592466052","1461.335865065241","1461.335865065241","1461.335865065241"
"23880","1405.3181143394609","1405.3181143394609","1405.3181143394609","1360.4853104695874","1360.4853104695874","1360.4853104695874","1462.8567020663431","1462.8567020663431","1462.8567020663431"
"24477","1409.6969469726528","1409.6969469726528","1409.6969469726528","1382.0265157814902","1382.0265157814902","1382.0265157814902","1462.997192501133","1462.997192501133","1462.997192501133"
"25074","1418.9412880035904","1418.9412880035904","1418.9412880035904","1427.7915345640079","1427.7915345640079","1427.7915345640079","1487.2938053043124","1487.2938053043124","1487.2938053043124"
"25671","1431.1342750648942","1431.1342750648942","1431.1342750648942","1417.4719404379862","1417.4719404379862","1417.4719404379862","1474.1555790016398","1474.1555790016398","1474.1555790016398"
"26268","1430.454533037955","1430.454533037955","1430.454533037955","1436.5638849342363","1436.5638849342363","1436.5638849342363","1503.2352795840181","1503.2352795840181","1503.2352795840181"
"26865","1441.9156254640673","1441.9156254640673","1441.9156254640673","1449.173905450618","1449.173905450618","1449.173905450618","1520.3811753524813","1520.3811753524813","1520.3811753524813"
"27462","1470.4931594493198","1470.4931594493198","1470.4931594493198","1444.4443766586899","1444.4443766586899","1444.4443766586899","1539.2224615847388","1539.2224615847388","1539.2224615847388"
"28059","1472.0085046912652","1472.0085046912652","1472.0085046912652","1468.9221528390924","1468.9221528390924","1468.9221528390924","1525.0215131514963","1525.0215131514963","1525.0215131514963"
"28656","1488.4666229151344","1488.4666229151344","1488.4666229151344","1494.5969793515876","1494.5969793515876","1494.5969793515876","1546.406311644502","1546.406311644502","1546.406311644502"
"29253","1501.7304427128543","1501.7304427128543","1501.7304427128543","1505.959229928097","1505.959229928097","1505.959229928097","1532.6241198733464","1532.6241198733464","1532.6241198733464"
"29850","1510.5050447048652","1510.5050447048652","1510.5050447048652","1506.648750471349","1506.648750471349","1506.648750471349","1554.3417692543915","1554.3417692543915","1554.3417692543915"
"30447","1519.2873432921258","1519.2873432921258","1519.2873432921258","1521.9082089543954","1521.9082089543954","1521.9082089543954","1566.4937264431123","1566.4937264431123","1566.4937264431123"
"31044","1525.5668778970232","1525.5668778970232","1525.5668778970232","1522.745752892011","1522.745752892011","1522.745752892011","1573.4111332600921","1573.4111332600921","1573.4111332600921"
"31641","1540.8347687068692","1540.8347687068692","1540.8347687068692","1540.5453380550102","1540.5453380550102","1540.5453380550102","1564.5940684071986","1564.5940684071986","1564.5940684071986"
"32238","1562.718079529928","1562.718079529928","1562.718079529928","1543.7211695664496","1543.7211695664496","1543.7211695664496","1590.0942389839367","1590.0942389839367","1590.0942389839367"
"32835","1555.4597805456722","1555.4597805456722","1555.4597805456722","1562.8331283075681","1562.8331283075681","1562.8331283075681","1597.4836140400735","1597.4836140400735","1597.4836140400735"
"33432","1560.0900175576942","1560.0900175576942","1560.0900175576942","1565.7759304016854","1565.7759304016854","1565.7759304016854","1595.0543370907808","1595.0543370907808","1595.0543370907808"
"34029","1572.2799706325727","1572.2799706325727","1572.2799706325727","1548.3559605190878","1548.3559605190878","1548.3559605190878","1591.7890926773825","1591.7890926773825","1591.7890926773825"
"34626","1574.4975360172512","1574.4975360172512","1574.4975360172512","1575.85612331679","1575.85612331679","1575.85612331679","1603.9479548693528","1603.9479548693528","1603.9479548693528"
"35223","1582.0509724906874","1582.0509724906874","1582.0509724906874","1577.068487800888","1577.068487800888","1577.068487800888","1610.1920032593544","1610.1920032593544","1610.1920032593544"
"35820","1591.686612450333","1591.686612450333","1591.686612450333","1580.9740100276347","1580.9740100276347","1580.9740100276347","1617.684116789715","1617.684116789715","1617.684116789715"
"36417","1588.6937091030404","1588.6937091030404","1588.6937091030404","1592.967111126351","1592.967111126351","1592.967111126351","1622.3670013662763","1622.3670013662763","1622.3670013662763"
"37014","1599.3439089464812","1599.3439089464812","1599.3439089464812","1599.9347836497507","1599.9347836497507","1599.9347836497507","1620.0441637339259","1620.0441637339259","1620.0441637339259"
"37611","1597.8656198476785","1597.8656198476785","1597.8656198476785","1603.1686111830384","1603.1686111830384","1603.1686111830384","1623.137792417641","1623.137792417641","1623.137792417641"
"38208","1612.3307712523558","1612.3307712523558","1612.3307712523558","1603.6463969604506","1603.6463969604506","1603.6463969604506","1624.8123407208554","1624.8123407208554","1624.8123407208554"
"38805","1620.0581628127584","1620.0581628127584","1620.0581628127584","1600.269082094333","1600.269082094333","1600.269082094333","1632.8427308248718","1632.8427308248718","1632.8427308248718"
"39402","1597.6793911033008","1597.6793911033008","1597.6793911033008","1607.8502153322343","1607.8502153322343","1607.8502153322343","1625.453283423035","1625.453283423035","1625.453283423035"
"39999","1620.0665075675242","1620.0665075675242","1620.0665075675242","1624.154874364688","1624.154874364688","1624.154874364688","1627.600408829814","1627.600408829814","1627.600408829814"
"40596","1607.8865157979592","1607.8865157979592","1607.8865157979592","1614.3218959098388","1614.3218959098388","1614.3218959098388","1634.0221329612784","1634.0221329612784","1634.0221329612784"
"41193","1612.0226057243383","1612.0226057243383","1612.0226057243383","1612.9813194685407","1612.9813194685407","1612.9813194685407","1641.5758271644397","1641.5758271644397","1641.5758271644397"
"41790","1626.3768753766112","1626.3768753766112","1626.3768753766112","1619.0533759821826","1619.0533759821826","1619.0533759821826","1647.6450766678745","1647.6450766678745","1647.6450766678745"
"42387","1604.3077685073445","1604.3077685073445","1604.3077685073445","1633.6070444809193","1633.6070444809193","1633.6070444809193","1650.6718971498797","1650.6718971498797","1650.6718971498797"
"42984","1636.101546468113","1636.101546468113","1636.101546468113","1646.2501904607748","1646.2501904607748","1646.2501904607748","1651.2293326406066","1651.2293326406066","1651.2293326406066"
"43581","1632.0613365536874","1632.0613365536874","1632.0613365536874","1634.0178644778046","1634.0178644778046","1634.0178644778046","1649.5210264678356","1649.5210264678356","1649.5210264678356"
"44178","1643.9171123914111","1643.9171123914111","1643.9171123914111","1634.7001539154262","1634.7001539154262","1634.7001539154262","1649.510325438965","1649.510325438965","1649.510325438965"
"44775","1639.399160045619","1639.399160045619","1639.399160045619","1641.2086772846171","1641.2086772846171","1641.2086772846171","1664.0604642087526","1664.0604642087526","1664.0604642087526"
"45372","1631.4895959853764","1631.4895959853764","1631.4895959853764","1649.6802104676017","1649.6802104676017","1649.6802104676017","1658.011306692402","1658.011306692402","1658.011306692402"
"45969","1640.556647235626","1640.556647235626","1640.556647235626","1651.0914506431573","1651.0914506431573","1651.0914506431573","1667.077547520854","1667.077547520854","1667.077547520854"
"46566","1651.4610507638977","1651.4610507638977","1651.4610507638977","1641.6544190540158","1641.6544190540158","1641.6544190540158","1661.7383446678023","1661.7383446678023","1661.7383446678023"
"47163","1646.9803598072165","1646.9803598072165","1646.9803598072165","1646.373631451819","1646.373631451819","1646.373631451819","1666.0308170316298","1666.0308170316298","1666.0308170316298"
"47760","1652.940197843982","1652.940197843982","1652.940197843982","1652.2515543081756","1652.2515543081756","1652.2515543081756","1662.306506202373","1662.306506202373","1662.306506202373"
"48357","1646.2233761837113","1646.2233761837113","1646.2233761837113","1662.7658237378646","1662.7658237378646","1662.7658237378646","1670.8816624316319","1670.8816624316319","1670.8816624316319"
"48954","1652.811694230762","1652.811694230762","1652.811694230762","1642.3809493303893","1642.3809493303893","1642.3809493303893","1679.05494493685","1679.05494493685","1679.05494493685"
"49551","1666.2894114766048","1666.2894114766048","1666.2894114766048","1653.1391411831446","1653.1391411831446","1653.1391411831446","1683.1316905838078","1683.1316905838078","1683.1316905838078"
"50148","1656.3325540226033","1656.3325540226033","1656.3325540226033","1662.1537595957245","1662.1537595957245","1662.1537595957245","1682.6001172138328","1682.6001172138328","1682.6001172138328"
"50745","1664.183010168047","1664.183010168047","1664.183010168047","1655.9201840839576","1655.9201840839576","1655.9201840839576","1677.2377613511298","1677.2377613511298","1677.2377613511298"
"51342","1659.3412326073335","1659.3412326073335","1659.3412326073335","1651.924061639397","1651.924061639397","1651.924061639397","1682.9304086867085","1682.9304086867085","1682.9304086867085"
"51939","1668.3092852378772","1668.3092852378772","1668.3092852378772","1672.761055844995","1672.761055844995","1672.761055844995","1687.386784095946","1687.386784095946","1687.386784095946"
"52536","1667.5271224397427","1667.5271224397427","1667.5271224397427","1668.1948670913519","1668.1948670913519","1668.1948670913519","1687.6467540381066","1687.6467540381066","1687.6467540381066"
"53133","1663.4083490001117","1663.4083490001117","1663.4083490001117","1674.7819365525452","1674.7819365525452","1674.7819365525452","1685.310624484949","1685.310624484949","1685.310624484949"
"53730","1675.3185712676045","1675.3185712676045","1675.3185712676045","1674.1940324364946","1674.1940324364946","1674.1940324364946","1680.1668214584406","1680.1668214584406","1680.1668214584406"
"54327","1680.3998208325029","1680.3998208325029","1680.3998208325029","1679.0235514277483","1679.0235514277483","1679.0235514277483","1685.8809998451718","1685.8809998451718","1685.8809998451718"
"54924","1679.130339232376","1679.130339232376","1679.130339232376","1681.0851548259277","1681.0851548259277","1681.0851548259277","1689.8089879214617","1689.8089879214617","1689.8089879214617"
"55521","1643.6440348904637","1643.6440348904637","1643.6440348904637","1670.4702533277753","1670.4702533277753","1670.4702533277753","1699.7296541512421","1699.7296541512421","1699.7296541512421"
"56118","1676.2103566283356","1676.2103566283356","1676.2103566283356","1682.0778146014868","1682.0778146014868","1682.0778146014868","1693.6415469650315","1693.6415469650315","1693.6415469650315"
"56715","1682.3868499539672","1682.3868499539672","1682.3868499539672","1673.3109420622425","1673.3109420622425","1673.3109420622425","1697.474264307214","1697.474264307214","1697.474264307214"
"57312","1694.7670383070408","1694.7670383070408","1694.7670383070408","1681.3779956559988","1681.3779956559988","1681.3779956559988","1689.1669605824054","1689.1669605824054","1689.1669605824054"
"57909","1683.8771461612334","1683.8771461612334","1683.8771461612334","1679.152669380008","1679.152669380008","1679.152669380008","1687.911667657791","1687.911667657791","1687.911667657791"
"58506","1681.3288528585817","1681.3288528585817","1681.3288528585817","1686.2340959785008","1686.2340959785008","1686.2340959785008","1701.7375753991819","1701.7375753991819","1701.7375753991819"
"59103","1688.2280404326611","1688.2280404326611","1688.2280404326611","1684.518622820464","1684.518622820464","1684.518622820464","1701.5578442952983","1701.5578442952983","1701.5578442952983"
"59700","1701.1741603445755","1701.1741603445755","1701.1741603445755","1690.14704370577","1690.14704370577","1690.14704370577","1703.6942221012712","1703.6942221012712","1703.6942221012712"
"60297","1679.1558866621092","1679.1558866621092","1679.1558866621092","1683.9476086735444","1683.9476086735444","1683.9476086735444","1698.429355140229","1698.429355140229","1698.429355140229"
"60894","1701.3309694464529","1701.3309694464529","1701.3309694464529","1691.4692828268976","1691.4692828268976","1691.4692828268976","1707.378735885161","1707.378735885161","1707.378735885161"
"61491","1677.7648190306375","1677.7648190306375","1677.7648190306375","1700.0224329201294","1700.0224329201294","1700.0224329201294","1700.8882294306152","1700.8882294306152","1700.8882294306152"
"62088","1701.334492609412","1701.334492609412","1701.334492609412","1699.6710395175155","1699.6710395175155","1699.6710395175155","1707.8192121198213","1707.8192121198213","1707.8192121198213"
"62685","1696.915315504862","1696.915315504862","1696.915315504862","1698.7831073608838","1698.7831073608838","1698.7831073608838","1696.4739211097929","1696.4739211097929","1696.4739211097929"
"63282","1706.6770081466664","1706.6770081466664","1706.6770081466664","1700.7206503880154","1700.7206503880154","1700.7206503880154","1700.6275937837083","1700.6275937837083","1700.6275937837083"
"63879","1708.6417977454337","1708.6417977454337","1708.6417977454337","1690.8341061510312","1690.8341061510312","1690.8341061510312","1711.5835670504327","1711.5835670504327","1711.5835670504327"
"64476","1700.7910124034508","1700.7910124034508","1700.7910124034508","1699.7813124245088","1699.7813124245088","1699.7813124245088","1710.0783966405281","1710.0783966405281","1710.0783966405281"
"65073","1689.739314520889","1689.739314520889","1689.739314520889","1704.0354440061244","1704.0354440061244","1704.0354440061244","1694.2453544312227","1694.2453544312227","1694.2453544312227"
"65670","1703.835092534474","1703.835092534474","1703.835092534474","1720.4107236867742","1720.4107236867742","1720.4107236867742","1701.9910034589604","1701.9910034589604","1701.9910034589604"
"66267","1708.5755059671726","1708.5755059671726","1708.5755059671726","1710.6451959248477","1710.6451959248477","1710.6451959248477","1702.5865713935007","1702.5865713935007","1702.5865713935007"
"66864","1702.2683369924794","1702.2683369924794","1702.2683369924794","1695.268970802531","1695.268970802531","1695.268970802531","1715.5426384048603","1715.5426384048603","1715.5426384048603"
"67461","1692.8925259786859","1692.8925259786859","1692.8925259786859","1702.5404296488048","1702.5404296488048","1702.5404296488048","1706.3345212122877","1706.3345212122877","1706.3345212122877"
"68058","1720.867980831894","1720.867980831894","1720.867980831894","1702.3189640446021","1702.3189640446021","1702.3189640446021","1714.9314914891852","1714.9314914891852","1714.9314914891852"
"68655","1699.246680619689","1699.246680619689","1699.246680619689","1729.1352336347284","1729.1352336347284","1729.1352336347284","1701.8667427101486","1701.8667427101486","1701.8667427101486"
"69252","1717.0757443821692","1717.0757443821692","1717.0757443821692","1703.614781296534","1703.614781296534","1703.614781296534","1718.7989676629768","1718.7989676629768","1718.7989676629768"
"69849","1713.7294332461086","1713.7294332461086","1713.7294332461086","1714.3196336159424","1714.3196336159424","1714.3196336159424","1705.0242372356045","1705.0242372356045","1705.0242372356045"
"70446","1718.7865399299474","1718.7865399299474","1718.7865399299474","1723.4699256632496","1723.4699256632496","1723.4699256632496","1708.8737228328612","1708.8737228328612","1708.8737228328612"
"71043","1727.5895792585097","1727.5895792585097","1727.5895792585097","1715.9336641544526","1715.9336641544526","1715.9336641544526","1699.2140105382045","1699.2140105382045","1699.2140105382045"
"71640","1700.0130779013093","1700.0130779013093","1700.0130779013093","1722.421181108666","1722.421181108666","1722.421181108666","1715.3864469363978","1715.3864469363978","1715.3864469363978"
"72237","1720.6901675183922","1720.6901675183922","1720.6901675183922","1713.5664500086048","1713.5664500086048","1713.5664500086048","1717.1377471058083","1717.1377471058083","1717.1377471058083"
"72834","1717.2042324919091","1717.2042324919091","1717.2042324919091","1724.825467152744","1724.825467152744","1724.825467152744","1720.8028768918941","1720.8028768918941","1720.8028768918941"
"73431","1735.6520026010899","1735.6520026010899","1735.6520026010899","1713.0650651738554","1713.0650651738554","1713.0650651738554","1725.062354769967","1725.062354769967","1725.062354769967"
"74028","1717.5230014613464","1717.5230014613464","1717.5230014613464","1735.9538929722733","1735.9538929722733","1735.9538929722733","1706.4895671194145","1706.4895671194145","1706.4895671194145"
"74625","1714.8424136877761","1714.8424136877761","1714.8424136877761","1729.3153465863395","1729.3153465863395","1729.3153465863395","1729.4276861774374","1729.4276861774374","1729.4276861774374"
"75222","1728.6708121532497","1728.6708121532497","1728.6708121532497","1723.7512717414781","1723.7512717414781","1723.7512717414781","1731.3390196697592","1731.3390196697592","1731.3390196697592"
"75819","1732.5599955834239","1732.5599955834239","1732.5599955834239","1729.2615039083169","1729.2615039083169","1729.2615039083169","1720.0198744795618","1720.0198744795618","1720.0198744795618"
"76416","1721.2658317392322","1721.2658317392322","1721.2658317392322","1724.5886432468926","1724.5886432468926","1724.5886432468926","1722.144045868114","1722.144045868114","1722.144045868114"
"77013","1731.977679334679","1731.977679334679","1731.977679334679","1716.4959029332674","1716.4959029332674","1716.4959029332674","1734.2017046996266","1734.2017046996266","1734.2017046996266"
"77610","1731.7869540915976","1731.7869540915976","1731.7869540915976","1732.4840410761408","1732.4840410761408","1732.4840410761408","1725.371270441009","1725.371270441009","1725.371270441009"
"78207","1735.8809168424687","1735.8809168424687","1735.8809168424687","1722.5153638254114","1722.5153638254114","1722.5153638254114","1725.0552385998108","1725.0552385998108","1725.0552385998108"
"78804","1746.4453907101858","1746.4453907101858","1746.4453907101858","1711.7381123356326","1711.7381123356326","1711.7381123356326","1712.4711005185247","1712.4711005185247","1712.4711005185247"
"79401","1726.80201109388","1726.80201109388","1726.80201109388","1723.3814023600407","1723.3814023600407","1723.3814023600407","1731.0566690209341","1731.0566690209341","1731.0566690209341"
"79998","1714.2173891742432","1714.2173891742432","1714.2173891742432","1739.372329608799","1739.372329608799","1739.372329608799","1731.8693503839693","1731.8693503839693","1731.8693503839693"
"80595","1748.9113794862826","1748.9113794862826","1748.9113794862826","1723.0974469586827","1723.0974469586827","1723.0974469586827","1729.4904842435722","1729.4904842435722","1729.4904842435722"
"81192","1736.6480064270727","1736.6480064270727","1736.6480064270727","1732.5683684618682","1732.5683684618682","1732.5683684618682","1736.640265103926","1736.640265103926","1736.640265103926"
"81789","1750.7780174813631","1750.7780174813631","1750.7780174813631","1715.1828677831409","1715.1828677831409","1715.1828677831409","1730.9063118243218","1730.9063118243218","1730.9063118243218"
"82386","1715.3916538612573","1715.3916538612573","1715.3916538612573","1742.2209196744634","1742.2209196744634","1742.2209196744634","1717.6739099019828","1717.6739099019828","1717.6739099019828"
"82983","1733.1427153518118","1733.1427153518118","1733.1427153518118","1742.5748918570712","1742.5748918570712","1742.5748918570712","1733.339882599877","1733.339882599877","1733.339882599877"
"83580","1748.2764866548464","1748.2764866548464","1748.2764866548464","1742.9303098090984","1742.9303098090984","1742.9303098090984","1736.0824867254632","1736.0824867254632","1736.0824867254632"
"84177","1735.9021537346503","1735.9021537346503","1735.9021537346503","1746.8115653570715","1746.8115653570715","1746.8115653570715","1732.7280181638687","1732.7280181638687","1732.7280181638687"
"84774","1733.3237777755862","1733.3237777755862","1733.3237777755862","1742.0734863343905","1742.0734863343905","1742.0734863343905","1730.7435428875615","1730.7435428875615","1730.7435428875615"
"85371","1752.8734853583394","1752.8734853583394","1752.8734853583394","1731.1715582608163","1731.1715582608163","1731.1715582608163","1723.014789882492","1723.014789882492","1723.014789882492"
"85968","1756.4564425045728","1756.4564425045728","1756.4564425045728","1752.7322478803285","1752.7322478803285","1752.7322478803285","1738.1323646756514","1738.1323646756514","1738.1323646756514"
"86565","1740.8007411929702","1740.8007411929702","1740.8007411929702","1756.6034531503944","1756.6034531503944","1756.6034531503944","1732.301048399409","1732.301048399409","1732.301048399409"
"87162","1749.4059630708625","1749.4059630708625","1749.4059630708625","1724.6543098637105","1724.6543098637105","1724.6543098637105","1727.459108211139","1727.459108211139","1727.459108211139"
"87759","1741.7108919513119","1741.7108919513119","1741.7108919513119","1733.2395435668197","1733.2395435668197","1733.2395435668197","1705.406517345362","1705.406517345362","1705.406517345362"
"88356","1761.994951561425","1761.994951561425","1761.994951561425","1737.158712167864","1737.158712167864","1737.158712167864","1734.9481856861255","1734.9481856861255","1734.9481856861255"
"88953","1750.76985745111","1750.76985745111","1750.76985745111","1737.420691116317","1737.420691116317","1737.420691116317","1732.8564325330017","1732.8564325330017","1732.8564325330017"
"89550","1744.6353956673279","1744.6353956673279","1744.6353956673279","1726.5431458699372","1726.5431458699372","1726.5431458699372","1738.7764113267835","1738.7764113267835","1738.7764113267835"
"90147","1752.8004246946768","1752.8004246946768","1752.8004246946768","1736.0321850090736","1736.0321850090736","1736.0321850090736","1750.8449675509578","1750.8449675509578","1750.8449675509578"
"90744","1754.3047208917285","1754.3047208917285","1754.3047208917285","1738.8921768491207","1738.8921768491207","1738.8921768491207","1733.719358426563","1733.719358426563","1733.719358426563"
"91341","1750.453598357372","1750.453598357372","1750.453598357372","1750.159638587041","1750.159638587041","1750.159638587041","1747.5627377956057","1747.5627377956057","1747.5627377956057"
"91938","1762.1225057587253","1762.1225057587253","1762.1225057587253","1754.9668835501702","1754.9668835501702","1754.9668835501702","1753.811798131168","1753.811798131168","1753.811798131168"
