"Step","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-43-1700225891.9588692--dipo-ClairDeLune - train/return","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-43-1700225891.9588692--dipo-ClairDeLune - train/return__MIN","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-43-1700225891.9588692--dipo-ClairDeLune - train/return__MAX","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-42-1700225769.0790038--dipo-ClairDeLune - train/return","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-42-1700225769.0790038--dipo-ClairDeLune - train/return__MIN","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-42-1700225769.0790038--dipo-ClairDeLune - train/return__MAX"
"8358","907.2693090511202","907.2693090511202","907.2693090511202","937.9115188845823","937.9115188845823","937.9115188845823"
"8955","962.5964131384154","962.5964131384154","962.5964131384154","980.3994915354422","980.3994915354422","980.3994915354422"
"9552","1012.2678179961044","1012.2678179961044","1012.2678179961044","947.8139457157131","947.8139457157131","947.8139457157131"
"10149","1052.706294918259","1052.706294918259","1052.706294918259","1024.1791840727062","1024.1791840727062","1024.1791840727062"
"10746","1087.5307711150995","1087.5307711150995","1087.5307711150995","1075.824194959013","1075.824194959013","1075.824194959013"
"11343","1105.0908340896603","1105.0908340896603","1105.0908340896603","1115.4334088199046","1115.4334088199046","1115.4334088199046"
"11940","1123.790937974013","1123.790937974013","1123.790937974013","1146.3416365908251","1146.3416365908251","1146.3416365908251"
"12537","1138.698930208914","1138.698930208914","1138.698930208914","1141.6693798699519","1141.6693798699519","1141.6693798699519"
"13134","1134.6994561416643","1134.6994561416643","1134.6994561416643","1134.4697083039691","1134.4697083039691","1134.4697083039691"
"13731","1138.1825963542071","1138.1825963542071","1138.1825963542071","1162.9085084375718","1162.9085084375718","1162.9085084375718"
"14328","1177.2874833197286","1177.2874833197286","1177.2874833197286","1177.0311270831694","1177.0311270831694","1177.0311270831694"
"14925","1187.150861145086","1187.150861145086","1187.150861145086","1183.6033275291657","1183.6033275291657","1183.6033275291657"
"15522","1207.3854692162727","1207.3854692162727","1207.3854692162727","1202.9603136863689","1202.9603136863689","1202.9603136863689"
"16119","1227.4557345148787","1227.4557345148787","1227.4557345148787","1176.0199044682558","1176.0199044682558","1176.0199044682558"
"16716","1193.9488024187951","1193.9488024187951","1193.9488024187951","1202.1174857367005","1202.1174857367005","1202.1174857367005"
"17313","1246.0616990955132","1246.0616990955132","1246.0616990955132","1205.0157686972468","1205.0157686972468","1205.0157686972468"
"17910","1247.6651859430185","1247.6651859430185","1247.6651859430185","1213.4234744998794","1213.4234744998794","1213.4234744998794"
"18507","1243.4712468289965","1243.4712468289965","1243.4712468289965","1227.5910504043009","1227.5910504043009","1227.5910504043009"
"19104","1243.2952876996337","1243.2952876996337","1243.2952876996337","1198.171842134621","1198.171842134621","1198.171842134621"
"19701","1245.8855945398043","1245.8855945398043","1245.8855945398043","1219.2756199264347","1219.2756199264347","1219.2756199264347"
"20298","1282.7002086525044","1282.7002086525044","1282.7002086525044","1199.3330776035627","1199.3330776035627","1199.3330776035627"
"20895","1250.3280130203348","1250.3280130203348","1250.3280130203348","1231.8884733932555","1231.8884733932555","1231.8884733932555"
"21492","1273.972491093964","1273.972491093964","1273.972491093964","1203.2552640139766","1203.2552640139766","1203.2552640139766"
"22089","1298.958364055199","1298.958364055199","1298.958364055199","1253.124904460043","1253.124904460043","1253.124904460043"
"22686","1284.266357505107","1284.266357505107","1284.266357505107","1247.4321174618906","1247.4321174618906","1247.4321174618906"
"23283","1284.6036337739467","1284.6036337739467","1284.6036337739467","1306.93954687974","1306.93954687974","1306.93954687974"
"23880","1333.8984070360966","1333.8984070360966","1333.8984070360966","1294.7162290390177","1294.7162290390177","1294.7162290390177"
"24477","1331.9387933891423","1331.9387933891423","1331.9387933891423","1334.9946552327763","1334.9946552327763","1334.9946552327763"
"25074","1359.9075038331912","1359.9075038331912","1359.9075038331912","1358.31176288774","1358.31176288774","1358.31176288774"
"25671","1368.6447218984267","1368.6447218984267","1368.6447218984267","1334.7013681838087","1334.7013681838087","1334.7013681838087"
"26268","1402.0988957571128","1402.0988957571128","1402.0988957571128","1334.8055663683458","1334.8055663683458","1334.8055663683458"
"26865","1385.6894070995772","1385.6894070995772","1385.6894070995772","1382.329845930553","1382.329845930553","1382.329845930553"
"27462","1395.5926909017794","1395.5926909017794","1395.5926909017794","1384.3536277523644","1384.3536277523644","1384.3536277523644"
"28059","1425.3143296382511","1425.3143296382511","1425.3143296382511","1375.3325145472138","1375.3325145472138","1375.3325145472138"
"28656","1440.600900004157","1440.600900004157","1440.600900004157","1419.8313256559609","1419.8313256559609","1419.8313256559609"
"29253","1448.010106219379","1448.010106219379","1448.010106219379","1399.7556837397185","1399.7556837397185","1399.7556837397185"
"29850","1457.2461633612","1457.2461633612","1457.2461633612","1405.5835418820157","1405.5835418820157","1405.5835418820157"
"30447","1466.6452182215917","1466.6452182215917","1466.6452182215917","1427.8220980162184","1427.8220980162184","1427.8220980162184"
"31044","1455.0761745887207","1455.0761745887207","1455.0761745887207","1456.260973050244","1456.260973050244","1456.260973050244"
"31641","1465.5363391599226","1465.5363391599226","1465.5363391599226","1452.0921700584488","1452.0921700584488","1452.0921700584488"
"32238","1485.5417762685533","1485.5417762685533","1485.5417762685533","1450.4084856088375","1450.4084856088375","1450.4084856088375"
"32835","1506.4407541056212","1506.4407541056212","1506.4407541056212","1479.2918140232705","1479.2918140232705","1479.2918140232705"
"33432","1505.354416778983","1505.354416778983","1505.354416778983","1484.7350038977108","1484.7350038977108","1484.7350038977108"
"34029","1517.131662048642","1517.131662048642","1517.131662048642","1504.1980272169878","1504.1980272169878","1504.1980272169878"
"34626","1532.28192627966","1532.28192627966","1532.28192627966","1504.7290865399448","1504.7290865399448","1504.7290865399448"
"35223","1541.2482751225753","1541.2482751225753","1541.2482751225753","1511.1048795857062","1511.1048795857062","1511.1048795857062"
"35820","1552.977651573322","1552.977651573322","1552.977651573322","1524.540302203168","1524.540302203168","1524.540302203168"
"36417","1558.628370512361","1558.628370512361","1558.628370512361","1528.7726702362468","1528.7726702362468","1528.7726702362468"
"37014","1558.254575284018","1558.254575284018","1558.254575284018","1538.7478381712544","1538.7478381712544","1538.7478381712544"
"37611","1560.3637399898116","1560.3637399898116","1560.3637399898116","1531.5094950497908","1531.5094950497908","1531.5094950497908"
"38208","1579.1091537956202","1579.1091537956202","1579.1091537956202","1502.1549858553642","1502.1549858553642","1502.1549858553642"
"38805","1578.6614982855594","1578.6614982855594","1578.6614982855594","1539.3349860006208","1539.3349860006208","1539.3349860006208"
"39402","1580.7982173014914","1580.7982173014914","1580.7982173014914","1552.0900995220993","1552.0900995220993","1552.0900995220993"
"39999","1609.363436454318","1609.363436454318","1609.363436454318","1548.0219933564406","1548.0219933564406","1548.0219933564406"
"40596","1608.294647392877","1608.294647392877","1608.294647392877","1557.3704041207313","1557.3704041207313","1557.3704041207313"
"41193","1611.1139421346495","1611.1139421346495","1611.1139421346495","1558.1662512817743","1558.1662512817743","1558.1662512817743"
"41790","1623.3439202577717","1623.3439202577717","1623.3439202577717","1575.387971725922","1575.387971725922","1575.387971725922"
"42387","1625.0938792829556","1625.0938792829556","1625.0938792829556","1579.5375103994495","1579.5375103994495","1579.5375103994495"
"42984","1646.4433296124696","1646.4433296124696","1646.4433296124696","1585.8092695291587","1585.8092695291587","1585.8092695291587"
"43581","1634.2047970843155","1634.2047970843155","1634.2047970843155","1593.451942381427","1593.451942381427","1593.451942381427"
"44178","1622.6646514877468","1622.6646514877468","1622.6646514877468","1585.3121460426332","1585.3121460426332","1585.3121460426332"
"44775","1645.9772412997809","1645.9772412997809","1645.9772412997809","1586.484422677704","1586.484422677704","1586.484422677704"
"45372","1631.8208016513538","1631.8208016513538","1631.8208016513538","1596.8175487952606","1596.8175487952606","1596.8175487952606"
"45969","1663.6588933340474","1663.6588933340474","1663.6588933340474","1610.9205232687113","1610.9205232687113","1610.9205232687113"
"46566","1650.359591051696","1650.359591051696","1650.359591051696","1614.8831856377617","1614.8831856377617","1614.8831856377617"
"47163","1641.832188135745","1641.832188135745","1641.832188135745","1599.515682848235","1599.515682848235","1599.515682848235"
"47760","1656.63864899667","1656.63864899667","1656.63864899667","1605.0749618930365","1605.0749618930365","1605.0749618930365"
"48357","1660.6616647136814","1660.6616647136814","1660.6616647136814","1623.2516110238519","1623.2516110238519","1623.2516110238519"
"48954","1654.8325541489603","1654.8325541489603","1654.8325541489603","1621.88937798576","1621.88937798576","1621.88937798576"
"49551","1658.741237024014","1658.741237024014","1658.741237024014","1622.9669477768168","1622.9669477768168","1622.9669477768168"
"50148","1632.4778390767497","1632.4778390767497","1632.4778390767497","1615.6224018935213","1615.6224018935213","1615.6224018935213"
"50745","1669.0732670892353","1669.0732670892353","1669.0732670892353","1624.741753666028","1624.741753666028","1624.741753666028"
"51342","1665.4729852392552","1665.4729852392552","1665.4729852392552","1623.8582162827108","1623.8582162827108","1623.8582162827108"
"51939","1674.9979538350365","1674.9979538350365","1674.9979538350365","1630.0006429076727","1630.0006429076727","1630.0006429076727"
"52536","1671.3368675337379","1671.3368675337379","1671.3368675337379","1633.2630580286352","1633.2630580286352","1633.2630580286352"
"53133","1663.0200987628943","1663.0200987628943","1663.0200987628943","1627.6170699300073","1627.6170699300073","1627.6170699300073"
"53730","1657.8192244120637","1657.8192244120637","1657.8192244120637","1621.1571715374914","1621.1571715374914","1621.1571715374914"
"54327","1665.4896581407213","1665.4896581407213","1665.4896581407213","1648.4772166637351","1648.4772166637351","1648.4772166637351"
"54924","1644.1726593058136","1644.1726593058136","1644.1726593058136","1638.97105594317","1638.97105594317","1638.97105594317"
"55521","1663.784331055281","1663.784331055281","1663.784331055281","1637.4347915708431","1637.4347915708431","1637.4347915708431"
"56118","1671.3130725161136","1671.3130725161136","1671.3130725161136","1631.9849589707362","1631.9849589707362","1631.9849589707362"
"56715","1691.314544847313","1691.314544847313","1691.314544847313","1630.0931012336343","1630.0931012336343","1630.0931012336343"
"57312","1671.1872548802207","1671.1872548802207","1671.1872548802207","1628.14243748673","1628.14243748673","1628.14243748673"
"57909","1690.9166000952328","1690.9166000952328","1690.9166000952328","1651.9486141014936","1651.9486141014936","1651.9486141014936"
"58506","1692.4950176126117","1692.4950176126117","1692.4950176126117","1644.528799312515","1644.528799312515","1644.528799312515"
"59103","1680.2019573093573","1680.2019573093573","1680.2019573093573","1663.8628088147689","1663.8628088147689","1663.8628088147689"
"59700","1687.5215704933464","1687.5215704933464","1687.5215704933464","1646.8475688978954","1646.8475688978954","1646.8475688978954"
"60297","1698.9418011136636","1698.9418011136636","1698.9418011136636","1661.2825722892792","1661.2825722892792","1661.2825722892792"
"60894","1685.786368256705","1685.786368256705","1685.786368256705","1664.4011958946046","1664.4011958946046","1664.4011958946046"
"61491","1696.7802115016823","1696.7802115016823","1696.7802115016823","1657.759816601928","1657.759816601928","1657.759816601928"
"62088","1716.0026094347952","1716.0026094347952","1716.0026094347952","1667.5761473607815","1667.5761473607815","1667.5761473607815"
"62685","1694.7655265522408","1694.7655265522408","1694.7655265522408","1657.9490120718294","1657.9490120718294","1657.9490120718294"
"63282","1697.915513911249","1697.915513911249","1697.915513911249","1676.662944145215","1676.662944145215","1676.662944145215"
"63879","1696.9703041275968","1696.9703041275968","1696.9703041275968","1662.9818148946938","1662.9818148946938","1662.9818148946938"
"64476","1703.4234647356734","1703.4234647356734","1703.4234647356734","1643.7571515950515","1643.7571515950515","1643.7571515950515"
"65073","1677.0650392153918","1677.0650392153918","1677.0650392153918","1674.7210435304405","1674.7210435304405","1674.7210435304405"
"65670","1700.3472653638155","1700.3472653638155","1700.3472653638155","1661.2616081569424","1661.2616081569424","1661.2616081569424"
"66267","1693.0434884559352","1693.0434884559352","1693.0434884559352","1661.1456018819995","1661.1456018819995","1661.1456018819995"
"66864","1703.3898036871208","1703.3898036871208","1703.3898036871208","1682.0841469132065","1682.0841469132065","1682.0841469132065"
"67461","1679.241540461538","1679.241540461538","1679.241540461538","1675.6598154299359","1675.6598154299359","1675.6598154299359"
"68058","1690.5579477363203","1690.5579477363203","1690.5579477363203","1682.2583768397342","1682.2583768397342","1682.2583768397342"
"68655","1693.837412729179","1693.837412729179","1693.837412729179","1652.9580621062992","1652.9580621062992","1652.9580621062992"
"69252","1723.8791093244417","1723.8791093244417","1723.8791093244417","1668.0602390847928","1668.0602390847928","1668.0602390847928"
"69849","1698.0741185619422","1698.0741185619422","1698.0741185619422","1665.4250497963312","1665.4250497963312","1665.4250497963312"
"70446","1706.873620389125","1706.873620389125","1706.873620389125","1680.5357625962633","1680.5357625962633","1680.5357625962633"
"71043","1708.8972687125888","1708.8972687125888","1708.8972687125888","1661.2834100886228","1661.2834100886228","1661.2834100886228"
"71640","1704.218147981439","1704.218147981439","1704.218147981439","1668.0550401324563","1668.0550401324563","1668.0550401324563"
"72237","1712.3547084447578","1712.3547084447578","1712.3547084447578","1674.127441964413","1674.127441964413","1674.127441964413"
"72834","1725.8844085709418","1725.8844085709418","1725.8844085709418","1684.5616375025622","1684.5616375025622","1684.5616375025622"
"73431","1724.7271079742209","1724.7271079742209","1724.7271079742209","1685.5800792549749","1685.5800792549749","1685.5800792549749"
"74028","1727.656616409831","1727.656616409831","1727.656616409831","1669.2957672077246","1669.2957672077246","1669.2957672077246"
"74625","1709.1161426190802","1709.1161426190802","1709.1161426190802","1676.1918268999154","1676.1918268999154","1676.1918268999154"
"75222","1721.3510110393354","1721.3510110393354","1721.3510110393354","1697.5325140198136","1697.5325140198136","1697.5325140198136"
"75819","1700.5064355349734","1700.5064355349734","1700.5064355349734","1683.4739686097275","1683.4739686097275","1683.4739686097275"
"76416","1718.7055131262794","1718.7055131262794","1718.7055131262794","1694.1002292873106","1694.1002292873106","1694.1002292873106"
"77013","1729.8040936879556","1729.8040936879556","1729.8040936879556","1673.3183861226719","1673.3183861226719","1673.3183861226719"
"77610","1702.2316762881078","1702.2316762881078","1702.2316762881078","1680.390324577188","1680.390324577188","1680.390324577188"
"78207","1717.60109718753","1717.60109718753","1717.60109718753","1679.6832969208547","1679.6832969208547","1679.6832969208547"
"78804","1711.8854029273725","1711.8854029273725","1711.8854029273725","1692.331975090275","1692.331975090275","1692.331975090275"
"79401","1724.5891787768646","1724.5891787768646","1724.5891787768646","1683.5928900055246","1683.5928900055246","1683.5928900055246"
"79998","1713.6509717840947","1713.6509717840947","1713.6509717840947","1702.1129750404698","1702.1129750404698","1702.1129750404698"
"80595","1714.8923465413272","1714.8923465413272","1714.8923465413272","1698.7766028574388","1698.7766028574388","1698.7766028574388"
"81192","1724.5453885303546","1724.5453885303546","1724.5453885303546","1708.3150353294752","1708.3150353294752","1708.3150353294752"
"81789","1729.9559838430307","1729.9559838430307","1729.9559838430307","1710.2646508069004","1710.2646508069004","1710.2646508069004"
"82386","1731.2996988919197","1731.2996988919197","1731.2996988919197","1707.4237299877054","1707.4237299877054","1707.4237299877054"
"82983","1709.327626631848","1709.327626631848","1709.327626631848","1717.980111503693","1717.980111503693","1717.980111503693"
"83580","1723.876762976332","1723.876762976332","1723.876762976332","1689.1157455294365","1689.1157455294365","1689.1157455294365"
"84177","1733.4429521519914","1733.4429521519914","1733.4429521519914","1670.2732459521785","1670.2732459521785","1670.2732459521785"
"84774","1731.934281563804","1731.934281563804","1731.934281563804","1695.2983905118404","1695.2983905118404","1695.2983905118404"
"85371","1725.2868361693825","1725.2868361693825","1725.2868361693825","1720.4873222903561","1720.4873222903561","1720.4873222903561"
"85968","1730.196992598612","1730.196992598612","1730.196992598612","1698.6554417189818","1698.6554417189818","1698.6554417189818"
"86565","1741.9587812913046","1741.9587812913046","1741.9587812913046","1722.9294446124334","1722.9294446124334","1722.9294446124334"
"87162","1732.6259466991548","1732.6259466991548","1732.6259466991548","1720.4275753649956","1720.4275753649956","1720.4275753649956"
"87759","1734.1880911855446","1734.1880911855446","1734.1880911855446","1703.8368936911775","1703.8368936911775","1703.8368936911775"
"88356","1709.8663772980494","1709.8663772980494","1709.8663772980494","1720.4362188808566","1720.4362188808566","1720.4362188808566"
"88953","1743.1129963590301","1743.1129963590301","1743.1129963590301","1712.808754289824","1712.808754289824","1712.808754289824"
"89550","1732.7343668105857","1732.7343668105857","1732.7343668105857","1721.1169883815403","1721.1169883815403","1721.1169883815403"
"90147","1694.1624268374119","1694.1624268374119","1694.1624268374119","1724.4383531449948","1724.4383531449948","1724.4383531449948"
"90744","1741.2342422597776","1741.2342422597776","1741.2342422597776","1712.797132609613","1712.797132609613","1712.797132609613"
"91341","1736.5849376346976","1736.5849376346976","1736.5849376346976","1715.9042144212808","1715.9042144212808","1715.9042144212808"
"91938","1767.2251122065436","1767.2251122065436","1767.2251122065436","1728.602556447081","1728.602556447081","1728.602556447081"
"92535","1736.4149056927704","1736.4149056927704","1736.4149056927704","1730.4506509394198","1730.4506509394198","1730.4506509394198"
"93132","1750.0766312840801","1750.0766312840801","1750.0766312840801","1726.3756531834515","1726.3756531834515","1726.3756531834515"
"93729","1763.5314041104787","1763.5314041104787","1763.5314041104787","1712.9279373735974","1712.9279373735974","1712.9279373735974"
"94326","1750.6311756911234","1750.6311756911234","1750.6311756911234","1708.9973830488334","1708.9973830488334","1708.9973830488334"
"94923","1742.6643266003318","1742.6643266003318","1742.6643266003318","1713.5552030548631","1713.5552030548631","1713.5552030548631"
"95520","1724.714120134177","1724.714120134177","1724.714120134177","1736.4356687137085","1736.4356687137085","1736.4356687137085"
"96117","1738.4174227927376","1738.4174227927376","1738.4174227927376","1725.5890991400138","1725.5890991400138","1725.5890991400138"
"96714","1765.0423338737316","1765.0423338737316","1765.0423338737316","1712.0331966519382","1712.0331966519382","1712.0331966519382"
"97311","1761.1167906970766","1761.1167906970766","1761.1167906970766","1717.5729393859165","1717.5729393859165","1717.5729393859165"
"97908","1736.5480641252004","1736.5480641252004","1736.5480641252004","1724.1993167409066","1724.1993167409066","1724.1993167409066"
"98505","1739.3784797097678","1739.3784797097678","1739.3784797097678","1712.8515304472216","1712.8515304472216","1712.8515304472216"
"99102","1776.3138390280199","1776.3138390280199","1776.3138390280199","1725.1401604139025","1725.1401604139025","1725.1401604139025"
"99699","1729.9706709331238","1729.9706709331238","1729.9706709331238","1713.6062191164017","1713.6062191164017","1713.6062191164017"
"100296","1735.7321043688426","1735.7321043688426","1735.7321043688426","1716.9921222785615","1716.9921222785615","1716.9921222785615"
"100893","1752.5315478445882","1752.5315478445882","1752.5315478445882","1724.1112476931619","1724.1112476931619","1724.1112476931619"
"101490","1784.2739385144755","1784.2739385144755","1784.2739385144755","1724.1172216706373","1724.1172216706373","1724.1172216706373"
"102087","1755.3755334772723","1755.3755334772723","1755.3755334772723","1730.6042632536194","1730.6042632536194","1730.6042632536194"
"102684","1778.8843370330078","1778.8843370330078","1778.8843370330078","1732.2622187521258","1732.2622187521258","1732.2622187521258"
"103281","1754.2306519627707","1754.2306519627707","1754.2306519627707","1727.747165295184","1727.747165295184","1727.747165295184"
"103878","1789.6751214384797","1789.6751214384797","1789.6751214384797","1730.7712328810583","1730.7712328810583","1730.7712328810583"
"104475","1770.5655534949854","1770.5655534949854","1770.5655534949854","1743.507830716411","1743.507830716411","1743.507830716411"
"105072","1773.8171490319462","1773.8171490319462","1773.8171490319462","1758.617770742304","1758.617770742304","1758.617770742304"
"105669","1758.9787866089544","1758.9787866089544","1758.9787866089544","1715.7242371076445","1715.7242371076445","1715.7242371076445"
"106266","1758.0994625095025","1758.0994625095025","1758.0994625095025","1745.3688643955238","1745.3688643955238","1745.3688643955238"
"106863","1772.5239398783763","1772.5239398783763","1772.5239398783763","1744.0423767295401","1744.0423767295401","1744.0423767295401"
"107460","1766.4952291056218","1766.4952291056218","1766.4952291056218","1765.729230408313","1765.729230408313","1765.729230408313"
"108057","1746.8332122591528","1746.8332122591528","1746.8332122591528","1749.2017261041499","1749.2017261041499","1749.2017261041499"
"108654","1772.4344677716272","1772.4344677716272","1772.4344677716272","1746.3190120126833","1746.3190120126833","1746.3190120126833"
"109251","1730.5636890849162","1730.5636890849162","1730.5636890849162","1767.4641501711787","1767.4641501711787","1767.4641501711787"
"109848","1754.6083219229552","1754.6083219229552","1754.6083219229552","1751.7607519995317","1751.7607519995317","1751.7607519995317"
"110445","1786.2589859320592","1786.2589859320592","1786.2589859320592","1752.605664835115","1752.605664835115","1752.605664835115"
"111042","1765.049357721879","1765.049357721879","1765.049357721879","1764.6957285245448","1764.6957285245448","1764.6957285245448"
"111639","1785.5597409026343","1785.5597409026343","1785.5597409026343","1763.8641877618895","1763.8641877618895","1763.8641877618895"
"112236","1733.342322503572","1733.342322503572","1733.342322503572","1749.8677267538742","1749.8677267538742","1749.8677267538742"
"112833","1775.5706710765717","1775.5706710765717","1775.5706710765717","1750.5563609110104","1750.5563609110104","1750.5563609110104"
"113430","1786.479938236993","1786.479938236993","1786.479938236993","1730.3536438264448","1730.3536438264448","1730.3536438264448"
"114027","1768.3118224934672","1768.3118224934672","1768.3118224934672","1738.80767763256","1738.80767763256","1738.80767763256"
"114624","1734.3839963649903","1734.3839963649903","1734.3839963649903","1765.183699039563","1765.183699039563","1765.183699039563"
"115221","1778.4259357521626","1778.4259357521626","1778.4259357521626","1766.8391286281492","1766.8391286281492","1766.8391286281492"
"115818","1775.1392420422762","1775.1392420422762","1775.1392420422762","1735.2237741830359","1735.2237741830359","1735.2237741830359"
"116415","1763.872291303534","1763.872291303534","1763.872291303534","1751.3243544490715","1751.3243544490715","1751.3243544490715"
"117012","1754.7878069369422","1754.7878069369422","1754.7878069369422","1754.3623700437633","1754.3623700437633","1754.3623700437633"
"117609","1759.9301978734218","1759.9301978734218","1759.9301978734218","1766.7024303318435","1766.7024303318435","1766.7024303318435"
"118206","1793.051949760587","1793.051949760587","1793.051949760587","1736.7958983084256","1736.7958983084256","1736.7958983084256"
"118803","1768.58069598232","1768.58069598232","1768.58069598232","1758.2414509194157","1758.2414509194157","1758.2414509194157"
"119400","1766.2611355700078","1766.2611355700078","1766.2611355700078","1748.5009994790653","1748.5009994790653","1748.5009994790653"
"119997","1775.982929795479","1775.982929795479","1775.982929795479","1755.4731140226215","1755.4731140226215","1755.4731140226215"
"120594","1759.543215456511","1759.543215456511","1759.543215456511","1773.607369382621","1773.607369382621","1773.607369382621"
"121191","1776.2366110521134","1776.2366110521134","1776.2366110521134","1734.0081677487174","1734.0081677487174","1734.0081677487174"
"121788","1746.4106920959969","1746.4106920959969","1746.4106920959969","1744.5048355507047","1744.5048355507047","1744.5048355507047"
"122385","1750.6466233500953","1750.6466233500953","1750.6466233500953","1747.6097019687606","1747.6097019687606","1747.6097019687606"
"122982","1796.6558601257152","1796.6558601257152","1796.6558601257152","1737.618798566482","1737.618798566482","1737.618798566482"
"123579","1786.2731607396172","1786.2731607396172","1786.2731607396172","1755.0163352484683","1755.0163352484683","1755.0163352484683"
"124176","1775.306090072556","1775.306090072556","1775.306090072556","1768.645741253566","1768.645741253566","1768.645741253566"
"124773","1771.0194096136902","1771.0194096136902","1771.0194096136902","1743.5715391495519","1743.5715391495519","1743.5715391495519"
"125370","1781.9998581501807","1781.9998581501807","1781.9998581501807","1758.3086974978562","1758.3086974978562","1758.3086974978562"
"125967","1751.2773279057028","1751.2773279057028","1751.2773279057028","1748.8751544167374","1748.8751544167374","1748.8751544167374"
"126564","1778.9278411403882","1778.9278411403882","1778.9278411403882","1748.9048678388947","1748.9048678388947","1748.9048678388947"
"127161","1789.235366506225","1789.235366506225","1789.235366506225","1738.4577762458434","1738.4577762458434","1738.4577762458434"
"127758","1763.5578688697983","1763.5578688697983","1763.5578688697983","1772.8841757856571","1772.8841757856571","1772.8841757856571"
"128355","1785.9510546552092","1785.9510546552092","1785.9510546552092","1748.4745200740504","1748.4745200740504","1748.4745200740504"
"128952","1778.3566232899022","1778.3566232899022","1778.3566232899022","1755.8468553899722","1755.8468553899722","1755.8468553899722"
"129549","1795.9026769313914","1795.9026769313914","1795.9026769313914","1764.8352774070004","1764.8352774070004","1764.8352774070004"
"130146","1797.5587183432103","1797.5587183432103","1797.5587183432103","1769.2504895268669","1769.2504895268669","1769.2504895268669"
"130743","1792.901106956006","1792.901106956006","1792.901106956006","1762.0325692650158","1762.0325692650158","1762.0325692650158"
"131340","1791.7611571069917","1791.7611571069917","1791.7611571069917","1769.7053791340752","1769.7053791340752","1769.7053791340752"
"131937","1790.7117438741466","1790.7117438741466","1790.7117438741466","1748.2487781124867","1748.2487781124867","1748.2487781124867"
"132534","1783.2179619344256","1783.2179619344256","1783.2179619344256","1773.639005030185","1773.639005030185","1773.639005030185"
"133131","1783.9453507606502","1783.9453507606502","1783.9453507606502","1756.4356569058016","1756.4356569058016","1756.4356569058016"
"133728","1767.8713803809762","1767.8713803809762","1767.8713803809762","1773.357959488985","1773.357959488985","1773.357959488985"
"134325","1796.1363783327497","1796.1363783327497","1796.1363783327497","1775.7102806167015","1775.7102806167015","1775.7102806167015"
"134922","1767.6343823520767","1767.6343823520767","1767.6343823520767","1781.1947245597967","1781.1947245597967","1781.1947245597967"
"135519","1793.0977634004562","1793.0977634004562","1793.0977634004562","1781.333661335107","1781.333661335107","1781.333661335107"
"136116","1785.5741868254972","1785.5741868254972","1785.5741868254972","1765.9913101700208","1765.9913101700208","1765.9913101700208"
"136713","1786.7071343362065","1786.7071343362065","1786.7071343362065","1763.3367498957705","1763.3367498957705","1763.3367498957705"
"137310","1786.8325074891304","1786.8325074891304","1786.8325074891304","1748.6224233284477","1748.6224233284477","1748.6224233284477"
"137907","1780.2882311234691","1780.2882311234691","1780.2882311234691","1760.1845117589437","1760.1845117589437","1760.1845117589437"
